Hanji,TL
滿州鄉,Buán-tsiu-hiong
枋山鄉,Pang-suann-hiong
三地門鄉,Sam-tē-mn̂g-hiong
霧台鄉,Bū-tâi-hiong
霧臺鄉,Bū-tâi-hiong
瑪家鄉,Má-ka-hiong
泰武鄉,Thài-bú-hiong
來義鄉,Lâi-gī-hiong
春日鄉,Tshun-ji̍t-hiong
獅子鄉,Sai-á-hiong
牡丹鄉,Bóo-tan-hiong
台東縣,Tâi-tang-kuān
臺東縣,Tâi-tang-kuān
台東市,Tâi-tang-tshī
臺東市,Tâi-tang-tshī
成功鎮,Sîng-kong-tìn
關山鎮,Kuan-san-tìn
卑南鄉,Pi-lâm-hiong
鹿野鄉,Lo̍k-iá-hiong
池上鄉,Tî-siōng-hiong
東河鄉,Tong-hô-hiong
長濱鄉,Tiông-pin-hiong
太麻里鄉,Thài-mâ-lí-hiong
大武鄉,Tāi-bú-hiong
綠島鄉,Li̍k-tó-hiong
海端鄉,Hái-tuan-hiong
延平鄉,Iân-pîng-hiong
金峰鄉,Kim-hong-hiong
達仁鄉,Ta̍t-jîn-hiong
蘭嶼鄉,Lân-sū-hiong
花蓮縣,Hua-liân-kuān
花蓮市,Hua-liân-tshī
鳳林鎮,Hōng-lîm-tìn
玉里鎮,Gio̍k-lí-tìn
新城鄉,Sin-siânn-hiong
吉安鄉,Kiat-an-hiong
壽豐鄉,Siū-hong-hiong
光復鄉,Kong-ho̍k-hiong
豐濱鄉,Hong-pin-hiong
瑞穗鄉,Suī-suī-hiong
富里鄉,Hù-lí-hiong
秀林鄉,Siù-lîm-hiong
萬榮鄉,Bān-îng-hiong
卓溪鄉,Toh-khe-hiong
澎湖縣,Phînn-ôo-kuān
馬公市,Má-king-tshī
湖西鄉,Ôo-sai-hiong
白沙鄉,Pe̍h-sua-hiong
西嶼鄉,Sai-sū-hiong
望安鄉,Bāng-uann-hiong
七美鄉,Tshit-bí-hiong
基隆市,Ke-lâng-tshī
七堵區,Tshit-tóo-khu
暖暖區,Luán-luán-khu
仁愛區,Jîn-ài-khu
安樂區,An-lo̍k-khu
新竹市,Sin-tik-tshī
東區,Tang-khu
東區,tang-khu
北區,Pak-khu
北區,pak-khu
香山區,Hiong-san-khu
台中市,Tâi-tiong-tshī
臺中市,Tâi-tiong-tshī
中區,Tiong-khu
中區,tiong-khu
南區,Lâm-khu
南區,lâm-khu
西區,Sai-khu
西區,se-khu
西屯區,Sai-tūn-khu
南屯區,Lâm-tūn-khu
北屯區,Pak-tūn-khu
嘉義市,Ka-gī-tshī
台南市,Tâi-lâm-tshī
臺南市,Tâi-lâm-tshī
中西區,Tiong-se-khu
安南區,An-lâm-khu
安平區,An-pîng-khu
金門縣,Kim-mn̂g-kuān
金城鎮,Kim-siânn-tìn
金沙鎮,Kim-sua-tìn
金湖鎮,Kim-ôo-tìn
金寧鄉,Kim-lîng-hiong
烈嶼鄉,Lia̍t-sū-hiong
烏坵鄉,Oo-khiu-hiong
連江縣,Liân-kang-kuān
南竿鄉,Lâm-kan-hiong
北竿鄉,Pak-kan-hiong
莒光鄉,Kí-kong-hiong
東引鄉,Tang-ín-hiong
東沙,Tang-sua
南沙,Lâm-sua
釣魚台,Tiò-hî-tâi
中山國中,Tiong-san Kok-tiong
南京復興,Lâm-kiann Ho̍k-hing
忠孝復興,Tiong-hàu Ho̍k-hing
大安,Tāi-an
科技大樓,Kho-ki Tuā-lâu
六張犁,La̍k-tiunn-lê
麟光,Lîn-kong
辛亥,Sin-hāi
萬芳醫院,Bān-hong Pēnn-īnn
萬芳醫院,Bān-hong Pīnn-īnn
萬芳社區,Bān-hong Siā-khu
木柵,Ba̍k-sa
動物園,Tōng-bu̍t-hn̂g
紅樹林,Âng-tshiū-nâ
竹圍,Tik-uî-á
關渡,Kan-tāu
忠義,Tiong-gī
復興崗,Ho̍k-hing-kong
北投,Pak-tâu
奇岩,Kî-giâm
唭哩岸,Ki-lí-gān
唭哩岸,Kì-lí-gān
明德,Bîng-tik
芝山,Tsi-san
士林,Sū-lîm
劍潭,Kiàm-thâm
圓山,Înn-suann-á
民權西路,Bîn-kuân-se-lōo
雙連,Siang-liân
中山,Tiong-san
台北車站,Tâi-pak Tshia-tsām
臺北車站,Tâi-pak Tshia-tsām
台大醫院,Tâi-tāi Pēnn-īnn
台大醫院,Tâi-tāi Pīnn-īnn
臺大醫院,Tâi-tāi Pēnn-īnn
臺大醫院,Tâi-tāi Pīnn-īnn
中正紀念堂,Tiong-tsìng Kì-liām-tn̂g
古亭,Kóo-tîng
台電大樓,Tâi-tiān Tuā-lâu
臺電大樓,Tâi-tiān Tuā-lâu
萬隆,Bān-liông
大坪林,Tuā-pînn-nâ
七張,Tshit-tiunn
新店區公所,Sin-tiàm Khu-kong-sóo
新店,Sin-tiàm
頂溪,Tíng-khe
頂溪,Tíng-khue
永安市場,Íng-an Tshī-tiûnn
景安,Kíng-an
南勢角,Lâm-sì-kak
昆陽,Khun-iông
後山埤,Āu-suann-pi
市政府,Tshī-tsìng-hú
市政府,tshī-tsìng-hú
國父紀念館,Kok-hū Kì-liām-kuán
忠孝敦化,Tiong-hàu Tun-huà
忠孝新生,Tiong-hàu Sin-sing
善導寺,Siān-tō-sī
西門,Se-mn̂g
龍山寺,Liông-san-sī
江子翠,Káng-á-tshuì
府中,Hú-tiong
亞東醫院,A-tang Pēnn-īnn
亞東醫院,A-tang Pīnn-īnn
海山,Hái-san
土城,Thôo-siânn
永寧,Íng-lîng
小南門,Sió-lâm-mn̂g
新北投,Sin-pak-tâu
小碧潭,Sió-phik-thâm
西子灣,Se-á-uân
鹽埕埔,Iâm-tiânn-poo
市議會,Tshī-gī-huē
市議會,tshī-gī-huē
信義國小,Sìn-gī Kok-sió
文化中心,Bûn-huà Tiong-sim
文化中心,bûn-huà tiong-sim
五塊厝,Gōo-tè-tshù
技擊館,Ki-kik-kuán
衛武營,Uē-bú-iânn
鳳山西站,Hōng-suann-sai-tsām
大東,Tāi-tang
鳳山國中,Hōng-suann Kok-tiong
大寮,Tuā-liâu
小港,Sió-káng
高雄國際機場,Ko-hiông Kok-tsè Ki-tiûnn
草衙,Tsháu-gê
前鎮高中,Tsiân-tìn Ko-tiong
凱旋,Khái-suân
獅甲,Sai-kah
三多商圈,Sam-to Siong-khuan
中央公園,Tiong-iong Kong-hn̂g
美麗島,Bí-lē-tó
高雄車站,Ko-hiông Tshia-tsām
凹子底,Lap-á-té
巨蛋,Kī-tàn
巨蛋,Kū-tàn
巨蛋,kī-tàn
巨蛋,kū-tàn
生態園區,Sing-thài Hn̂g-khu
生態園區,Sing-thài Uân-khu
世運,Sè-ūn
油廠國小,Iû-tshiúnn Kok-sió
楠梓加工區,Lâm-tsú Ka-kang-khu
後勁,Āu-ngē
都會公園,Too-huē Kong-hn̂g
青埔,Tshenn-poo
橋頭糖廠,Kiô-thâu Thn̂g-tshiúnn
橋頭火車站,Kiô-thâu Hué-tshia-tsām
南岡山,Lâm-kong-san
大直,Tāi-ti̍t
劍南路,Kiàm-lâm-lōo
西湖,Se-ôo
文德,Bûn-tik
內湖,Lāi-ôo
大湖公園,Tuā-ôo Kong-hn̂g
葫洲,Ôo-tsiu
東湖,Tang-ôo
南港軟體園區,Lâm-káng Nńg-thé Hn̂g-khu
南港展覽館,Lâm-káng Tián-lám-kuán
松山機場,Siông-san Ki-tiûnn
輔大,Hú-tāi
新莊,Sin-tsng
頭前庄,Thâu-tsîng-tsng
先嗇宮,Sian-sik-kiong
三重,Sam-tiông
三重,Sann-tîng-poo
菜寮,Tshài-liâu
台北橋,Tâi-pak-kiô
臺北橋,Tâi-pak-kiô
大橋頭,Tuā-kiô-thâu
中山國小,Tiong-san Kok-sió
行天宮,Hîng-thian-kiong
松江南京,Siông-kang Lâm-kiann
東門,Tang-mn̂g
蘆洲,Lôo-tsiu
三民高中,Sam-bîn Ko-tiong
徐匯中學,Tshî-huē Tiong-ha̍k
三和國中,Sam-hô Kok-tiong
三重國小,Sam-tiông Kok-sió
基隆港,Ke-lâng-káng
高雄港,Ko-hiông-káng
蘇澳港,Soo-ò-káng
花蓮港,Hua-liân-káng
蘭陽溪,Lân-iâng-khe
蘭陽溪,Lân-iâng-khue
蘭陽溪,Lân-iông-khe
蘭陽溪,Lân-iông-khue
羅東溪,Lô-tong-khe
宜蘭河,Gî-lân-hô
大礁溪,Tuā-ta-khe
小礁溪,Sió-ta-khe
淡水河,Tām-tsuí-hô
三峽河,Sam-kiap-hô
大漢溪,Tāi-hàn-khe
新店溪,Sin-tiàm-khe
基隆河,Ke-lâng-hô
北勢溪,Pak-sì-khe
景美溪,Kíng-bé-khe
鳳山溪,Hōng-suann-khe
頭前溪,Thâu-tsîng-khe
油羅溪,Iû-lô-khe
上坪溪,Siōng-pîng-khe
中港溪,Tiong-káng-khe
後龍溪,Āu-lâng-khe
老田寮溪,Lāu-tshân-liâu-khe
大安溪,Tāi-an-khe
景山溪,Kíng-suann-khe
大甲溪,Tāi-kah-khe
烏溪,Oo-khe
貓羅溪,Bâu-lô-khe
眉溪,Bâi-khe
北港溪,Pak-káng-khe
大里溪,Tāi-lí-khe
旱溪,Hān-khe
頭汴坑溪,Thâu-pān-khenn-khe
濁水溪,Lô-tsuí-khe
濁水溪,Lô-tsuí-khue
清水溪,Tshing-tsuí-khe
陳有蘭溪,Tân-iú-lân-khe
東埔蚋溪,Tong-poo-la̍k-khe
朴子溪,Phoh-tsú-khe
八掌溪,Pat-tsiáng-khe
急水溪,Kip-tsuí-khe
曾文溪,Tsan-bûn-khe
後堀溪,Āu-khut-khe
官田溪,Kuann-tiān-khe
鹽水溪,Kiâm-tsuí-khe
二仁溪,Jī-jîn-khe
阿公店溪,A-kong-tiàm-khe
高屏溪,Ko-pîn-khe
高屏溪,Ko-pîn-khue
旗山溪,Kî-san-khe
美濃溪,Bi-long-khe
荖濃溪,Lāu-lông-khe
濁口溪,Lô-kháu-khe
隘寮溪,Ài-liâu-khe
武洛溪,Bú-lok-khe
東港溪,Tang-káng-khe
四重溪,Sì-tîng-khe
卑南溪,Pi-lâm-khe
卑南溪,Pi-lâm-khue
鹿野溪,Lo̍k-iá-khe
鹿寮溪,Lo̍k-liâu-khe
秀姑巒溪,Siù-koo-luân-khe
紅葉溪,Âng-hio̍h-khe
富源溪,Hù-guân-khe
豐坪溪,Hong-pênn-khe
樂樂溪,Lo̍k-lo̍k-khe
花蓮溪,Hua-liân-khe
花蓮溪,Hua-liân-khue
木瓜溪,Bo̍k-kue-khe
壽豐溪,Siū-hong-khe
萬里溪,Bān-lí-khe
光復溪,Kong-ho̍k-khe
馬太鞍溪,Má-tāi-an-khe
和平溪,Hô-pîng-khe
十八王公廟,Tsa̍p-peh-ông-kong-biō
三山國王廟,Sam-san-kok-ông-biō
大仙寺,Tāi-sian-sī
大興宮,Tāi-hin-kiong
仁和宮,Jîn-hô-kiong
五福宮,Ngóo-hok-kiong
孔子廟,Khóng-tsú-biō
水仙宮,Tsuí-sian-kiong
天后宮,Thian-hiō-kiong
文武廟,Bûn-bú-biō
仙公廟,Sian-kong-biō
代天府,Tāi-thian-hú
北極殿,Pak-ki̍k-tiān
佛光山,Hu̍t-kong-san
沙東宮,Sua-tong-kiong
奉天宮,Hōng-thian-kiong
定光佛廟,Tīng-kong-hu̍t-biō
武聖廟,Bú-sìng-biō
祀典武廟,Sū-tián-bú-biō
青山國王廟,Tshing-san-kok-ông-biō
長和宮,Tiông-hô-kiong
保安宮,Pó-an-kiong
南瑤宮,Lâm-iâu-kiong
指南宮,Tsí-lâm-kiong
昭應宮,Tsiau-ìng-kiong
恩主公廟,Un-tsú-kong-biō
祖師廟,Tsóo-su-biō
清水巖,Tshing-tsuí-giâm
都城隍廟,Too-sîng-hông-biō
惠濟宮,Huī-tsè-kiong
景福宮,Kíng-hok-kiong
朝天宮,Tiâu-thian-kiong
開元寺,Khai-guân-sī
開化寺,Khai-huà-sī
集應廟,Tsi̍p-ìng-biō
媽祖宮,Má-tsóo king
媽祖宮,Má-tsóo-king
媽祖廟,Má-tsóo-biō
慈天宮,Tsû-thian-kiong
慈濟宮,Tsû-tsè-kiong
義民廟,Gī-bîn-biō
萬和宮,Bān-hô-kiong
福佑宮,Hok-iū-kiong
碧霞宮,Phik-hâ-kiong
德化堂,Tik-huà-tn̂g
廣福宮,Kóng-hok-kiong
慶安宮,Khìng-an-kiong
褒忠亭,Po-tiong-tîng
鄧公廟,Tīng-kong-biō
鄭氏家廟,Tēnn--sī Ka-biō
總趕宮,Tsóng-á-king
齋明寺,Tsai-bîng-sī
鎮瀾宮,Tìn-lân-kiong
懷忠祠,Huâi-tiong-sī
關渡宮,Kan-tāu-king
觀音寺,Kuan-im-sī
二八水,Jī-pat-tsuí
二竹圍,Jī-tik-uî
八里坌,Pat-lí-hun
九芎林,Kiú-kiong-nâ
七股寮,Tshit-kóo-liâu
八芝蘭,Pat-tsi-lân
二崙仔,Jī-lūn-á
九塊厝,Káu-tè-tshù
八塊厝,Peh-tè-tshù
三叉河,Sam-tshe-hô
山仔頂,Suann-á-tíng
山仔跤,Suann-á-kha
大目降,Tuā-ba̍k-kàng
大庄,Tuā-tsng
山地門,Suann-tē-mn̂g
大里杙,Tāi-lí-khi̍t
三角店,Sann-kak-tiàm
三角湧,Sann-kak-íng
大佳臘,Tuā-ka-la̍h
大坵園,Tuā-khu-hn̂g
下林仔,Ē-nâ-á
大社,Tuā-siā
三重埔,Sann-tîng-poo
大埔心,Tuā-poo-sim
大埔林,Tuā-poo-nâ
下埤頭,Ē-pi-thâu
大嵙崁,Tuā-khoo-khàm
大嵙陷,Tuā-khoo-hām
大湖口,Tuā-ôo-kháu
大隘,Tuā-ài
大樹跤,Tuā-tshiū-kha
大龍泵,Tuā-lông-pōng
大嶼,Tuā-sū
大壩仔,Tuā-pà-á
五叉水路,Gōo-tshe-tsuí-lōo
五股坑,Gōo-kóo-khenn
五股坑,Gōo-kóo-khinn
五城堡,Gōo-siânn-pó
內埔,Lāi-poo
公埔,Kong-poo
六根莊,La̍k-kin-tsng
元掌,Guân-tsióng
五間厝,Gōo-king-tshù
六跤佃莊,La̍k-kha-tiān-tsng
六龜里社,La̍k-ku-lí-siā
斗六門,Táu-la̍k-mn̂g
木瓜村,Bo̍k-kue-tshuan
水尾,Tsuí-bué
水尾,Tsuí-bé
水尾,tsuí-bué
水返腳,Tsuí-tńg-kha
月津港,Gua̍t-tin-káng
水堀頭,Tsuí-khut-thâu
水裡坑,Tsuí-lí-khenn
水燦林,Tsuí-tshàn-nâ
巴壟衛,Pa-lóng-ué
火山巖,Hué-suann-giâm
牛罵頭,Gû-mâ-thâu
火燒島,Hué-sio-tó
他里霧,Ta-lí-bū
冬瓜山,Tang-kue-suann
加走灣,Ka-tsáu-uan
北門嶼,Pak-mn̂g-sū
台南府,Tâi-lâm-hú
臺南府,Tâi-lâm-hú
凹浪,Āu-lâng
四湖,Sì-ôo
半路竹,Puànn-lōo-tik
半路店,Puànn-lōo-tiàm
半線,Puànn-suànn
民壯圍,Bîn-tsòng-uî
打狗,Tá-káu
打馬武窟,Tánn-má-bú-khut
布袋喙,Pòo-tē-tshuì
平湖,Pînn-ôo
打貓,Tánn-niau
田中央,Tshân-tiong-ng
目加溜,Ba̍k-ka-liu
石硿仔,Tsio̍h-kńg-á
石觀音,Tsio̍h-kuan-im
吉野,Kiat-iá
尖山,Tsiam-suann
安平鎮,An-pîng-tìn
朴仔跤,Phoh-á-kha
竹塹,Tik-tshàm
竹頭崎,Tik-thâu-kiā
老懂,Lōo-tóng
西港仔,Sai-káng-á
吧哩嘓,Pa-lí-kok
吞霄,Thun-siau
沙轆,Sua-lak
牡丹坑,Bóo-tan-khenn
牡丹社,Bóo-tan-siā
豆仔埔,Tāu-á-poo
赤崁,Tshiah-khàm
𥴊仔賴,Kám-á-luā
來社,Lâi-siā
卑南,Pi-lâm
和尚洲,Huê-siūnn-tsiu
坪林尾,Pînn-nâ-bé
奇武卒,Kî-bú-tsut
店仔口,Tiàm-á-kháu
官佃,Kuann-tiān
承天府,Sîng-thian-hú
林仔邊,Nâ-á-pinn
林杞埔,Lîm-kí-poo
東勢角,Tang-sì-kak
東勢厝,Tang-sì-tshù
枋橋頭,Pang-kiô-thâu
武士林,Bú-sū-nâ
武溜灣,Bú-liu-uan
直加弄,Ti̍t-ka-lòng
羌仔寮,Kiunn-á-liâu
芝蘭三堡,Tsi-lân-sam-pó
阿公店,A-kong-tiàm
金包里,Kim-pau-lí
阿里港,A-lí-káng
阿里壟,A-lí-lóng
阿里關,A-lí-kuan
阿猴,A-kâu
阿罩霧,A-tà-bū
阿嗹社,A-lian-siā
南莊,Lâm-tsng
前溝尾,Tsîng-kau-bué
哈馬星,Há-má-sing
哆囉滿,To-lô-buán
後壁厝,Āu-piah-tshù
後壟,Āu-lâng
查畝營,Tsa-bóo-iânn
洄瀾,Huê-liân
玲珞社,Lîn-lo̍k-siā
竿蓁林,Kuann-tsin-nâ
菅蓁林,Kuann-tsin-nâ
紅毛田,Âng-môo-tshân
紅毛港,Âng-mn̂g-káng
紅毛港,Âng-moo-káng
紅瓦厝仔,Âng-hiā-tshù-á
紅頭嶼,Âng-thâu-sū
苓仔寮,Lîng-á-liâu
能雅寮,Lîng-á-liâu
茄拔,Ka-pua̍t
茄苳萣仔,Ka-tang-tiānn-á
茄苳跤,Ka-tang-kha
埔姜崙,Poo-kiunn-lun
埔姜頭,Poo-kiunn-thâu
崁仔跤,Khàm-á-kha
桃仔園,Thô-á-hn̂g
柴城,Tshâ-siânn
海墘營,Hái-kînn-iânn
畚箕港,Pùn-ki-káng
新廣,Sin-kóng
臭水,Tshàu-tsuí
臭水庄,Tshàu-tsuí-tsng
草鞋墩,Tsháu-ê-tun
蚊蟀,Báng-sut
馬大安,Má-tāi-an
馬里勿,Má-lí-bu̍t
高樹跤,Ko-tshiū-kha
乾溪,Ta-khe
國姓埔,Kok-sìng-poo
將軍莊,Tsiong-kun-tsng
庵古坑,Am-kóo-khenn
梅仔坑,Muê-á-khenn
犁頭店,Lê-thâu-tiàm
笨港,Pùn-káng
鹿仔草庄,Lo̍k-á-tsháu-tsng
鹿仔港,Lo̍k-á-káng
麻里折口,Bâ-lí-tsik-kháu
鳥松跤,Tsiáu-tshîng-kha
麻荖漏,Muâ-láu-lāu
鹿麻產,Lo̍k-muâ-sán
麻園寮,Muâ-hn̂g-liâu
鹿寮,Lo̍k-liâu
梘尾,Kíng-bué
梘尾,Kíng-bé
傀儡關,Ka-lé-kuan
勞里散,Lô-lí-sán
圍仔內,Uî-á-lāi
富貴角,Hù-kuì-kak
嵌頭屋,Khàm-thâu-ok
援巢右,Uān-tsâu-iū
湳仔,Làm-á
港仔喙,Káng-á-tshuì
猴樹港,Kâu-tshiū-káng
番仔田,Huan-á-tshân
番仔挖,Huan-á-uat
番仔莊,Huan-á-tsng
番仔路,Huan-á-lōo
莿桐巷,Tshì-tông-hāng
蛤仔難,Kap-á-lān
象鼻湖,Tshiūnn-phīnn-ôo
噍吧哖,Ta-pa-nî
圓山仔,Înn-suann-á
塗庫莊,Thôo-khòo-tsng
媽宮,Má-king
媽祖田,Má-tsóo-tshân
搭里霧,Tā-lí-buh
新厝仔,Sin-tshù-á
新厝莊,Sin-tshù-tsng
新埤頭,Sin-pi-thâu
新港,Sin-káng
楠仔坑,Lâm-á-khenn
楊梅壢,Iûnn-muî-li̍k
溪州,Khe-tsiu
瑯嶠,Lông-kiau
罩蘭,Tà-lân
萬里橋,Bān-lí-kiô
葫蘆墩,Hôo-lôo-tun
衙門口,Gê-mn̂g-kháu
隘寮下,Ài-liâu-ē
旗後,Kî-āu
槓仔寮,Không-á-liâu
滬尾,Hōo-bué
滬尾,Hōo-bé
漳和,Tsiang-hô
瑪鋉,Má-sok
網鞍,Bāng-uann
艋舺,Báng-kah
銅鑼灣,Tâng-lô-uan
潭仔墘,Thâm-á-kînn
澗仔壢,Kán-á-li̍k
諸羅山,Tsu-lô-san
噶瑪蘭,Kat-má-lán
橋仔頭,Kiô-á-thâu
樹杞林,Tshiū-kí-nâ
樹林口,Tshiū-nâ-kháu
璞石閣,Phok-si̍k-koh
興化廍,Hing-huà-phōo
蕃薯寮,Han-tsî-liâu
蕃薯寮,Han-tsû-liâu
蕭壟,Siau-lang
貓公,Bâ-kang
貓里,Bâ-lí
錫口,Sik-kháu
頭圍,Thâu-uî
龍目井,Lîng-ba̍k-tsínn
龜崙社,Ku-lun-siā
彌陀港,Bî-lô-káng
彌濃,Bî-long
螺陽,Lê-iâng
螺絲港,Lôo-si-káng
薰園,Hun-hn̂g
雙溪口,Siang-khe-kháu
鯉魚尾,Lí-hî-bué
鯉魚尾,Lí-hî-bé
羅漢內門,Lô-hàn-lāi-bûn
關帝廟,Kuan-tè-biō
關帝廟街,Kuan-tè-biō-ke
寶斗,Pó-táu
寶桑莊,Pó-song-tsng
蘆竹厝,Lôo-tik-tshù
鹹埔,Kiâm-poo
鹹菜甕,Kiâm-tshài-àng
鶯歌石,Ing-ko-tsio̍h
靈潭陂,Lîng-thâm-pi
鷺洲,Lōo-tsiu
灣里街,Uan-lí-ke
灣里街,Uan-lí-kue
蠻蠻,Bân-bân
上官,siōng-kuan
公羊,kong-iông
公孫,kong-sun
尹,ún
戈,ko
令狐,lîng-hôo
司馬,su-má
匡,khong
牟,bôo
佘,siâ
余,û
佟,tông
巫,bû
狄,ti̍k
東方,tang-hong
東方,tong-hong
邱,khu
邵,siō
南宮,lâm-kiong
皇甫,hông-hú
苻,hû
范姜,huān-kiong
倪,gê
奚,hê
姬,ki
夏侯,hā-hôo
晁,tiâu
耿,kíng
袁,uân
郝,hok
婁,lôo
寇,khòo
尉遲,ut-tî
庾,jú
庾,lú
張李,tiunn-lí
張許,tiunn-khóo
張廖,tiunn-liāu
張簡,tiunn-kán
扈,hōo
陳廖,tân-liāu
馮,pâng
虞,gû
鄒,tsau
鄔,oo
靳,kìn
端木,tuan-bo̍k
翟,ti̍k
臧,tsong
裴,puê
褚,thú
慕容,bōo-iông
樊,huân
歐陽,au-iông
蔣,tsiónn
蔣,tsiúnn
諸葛,tsu-kat
盧,lôo
穆,bo̍k
霍,hok
薛,sih
瞿,khû
聶,lia̍p
魏,guī
藺,līn
酆,hong
龔,kíng
可以,khó-í
如果,jû-kó
如果,lû-kó
因此,in-tshú
公司,kong-si
問題,būn-tuê
問題,būn-tê
使用,sú-iōng
不過,put-kò
開始,khai-sí
已經,í-king
必須,pit-su
報導,pò-tō
指出,tsí-tshut
產品,sán-phín
如何,jû-hô
如何,lû-hô
需要,su-iàu
認為,jīn-uî
認為,līn-uî
大陸,tāi-lio̍k
包括,pau-kuat
非常,hui-siông
功能,kong-lîng
攝影,liap-iánn
業者,gia̍p-tsiá
成為,sîng-uî
任何,jīm-hô
任何,līm-hô
成長,sîng-tióng
要求,iau-kiû
容易,iông-ī
國家,kok-ka
個人,kò-jîn
個人,kò-lîn
股市,kóo-tshī
決定,kuat-tīng
地區,tuē-khu
地區,tē-khu
推出,thui-tshut
能力,lîng-li̍k
了解,liáu-kái
產生,sán-sing
加上,ka-siōng
進入,tsìn-ji̍p
進入,tsìn-li̍p
技術,ki-su̍t
情況,tsîng-hóng
資訊,tsu-sìn
廠商,tshiúnn-siong
原因,guân-in
最近,tsuè-kīn
最近,tsuè-kūn
效果,hāu-kó
造成,tsō-sîng
音樂,im-ga̍k
不斷,put-tuān
傳統,thuân-thóng
顯示,hián-sī
資金,tsu-kim
相關,siong-kuan
網路,bāng-lōo
尤其,iû-kî
女性,lí-sìng
女性,lú-sìng
過程,kuè-tîng
過程,kè-tîng
中國,Tiong-kok
軟體,nńg-thé
警方,kíng-hong
透過,thàu-kuè
透過,thàu-kè
強調,kiông-tiāu
人士,jîn-sū
人士,lîn-sū
狀況,tsōng-hóng
專業,tsuan-gia̍p
程式,tîng-sik
並且,pīng-tshiánn
需求,su-kiû
演出,ián-tshut
兩岸,lióng huānn
兩岸,lióng-huānn
員工,uân-kang
因素,in-sòo
安全,an-tsuân
加入,ka-ji̍p
加入,ka-li̍p
改善,kái-siān
此外,tshú-guā
系列,hē-lia̍t
球員,kiû-uân
一切,it-tshè
減少,kiám-tsió
網站,bāng-tsām
創作,tshòng-tsok
吸引,khip-ín
長期,tn̂g-kî
控制,khòng-tsè
醫師,i-su
觀眾,kuan-tsiòng
呈現,thîng-hiān
購買,kòo-bué
購買,kòo-bé
訓練,hùn-liān
積極,tsik-ki̍k
導演,tō-ián
家庭,ka-tîng
清楚,tshing-tshó
針對,tsiam-tuì
提升,thê-sing
所謂,sóo-uī
媒體,muî-thé
提高,thê-ko
筆者,pit-tsiá
不可,put khó
不可,put-khó
有關,iú-kuan
負責,hū-tsik
風險,hong-hiám
製作,tsè-tsok
附近,hù-kīn
附近,hù-kūn
金融,kim-iông
品牌,phín-pâi
面對,bīn-tuì
訊息,sìn-sit
多少,to-siáu
分析,hun-sik
規畫,kui-uē
利率,lī-lu̍t
舉辦,kí-pān
舉辦,kú-pān
專家,tsuan-ka
球隊,kiû-tuī
共同,kiōng-tông
股價,kóo-kè
降低,kàng-kē
參與,tsham-ú
不再,put-tsài
或者,hi̍k-tsiá
不管,put-kuán
主題,tsú-tuê
主題,tsú-tê
感受,kám-siū
表達,piáu-ta̍t
策略,tshik-lio̍k
終於,tsiong-î
預算,ī-suàn
預算,ū-suàn
快速,khuài-sok
科技,kho-ki
達到,ta̍t-kàu
民國,Bîn-kok
再度,tsài-tōo
形成,hîng-sîng
角度,kak-tōo
指數,tsí-sòo
原來,guân-lâi
多數,to-sòo
房地產,pâng-tuē-sán
房地產,pâng-tē-sán
畫面,uē-bīn
正常,tsìng-siông
相對,siong-tuì
推動,thui-tōng
擔心,tam-sim
汽車,khì-tshia
人類,jîn-luī
人類,lîn-luī
理想,lí-sióng
女人,lú-jîn
女人,lú-lîn
工具,kang-khū
工具,kang-kū
立委,li̍p-uí
風格,hong-keh
機構,ki-kòo
類似,luī-sū
正是,tsiànn-sī
正確,tsìng-khak
狀態,tsōng-thài
資源,tsu-guân
趨勢,tshu-sè
立法院,Li̍p-huat-īnn
模式,bôo-sik
整體,tsíng-thé
不足,put-tsiok
關鍵,kuan-kiān
保持,pó-tshî
帶來,tuà-lâi
公尺,kong-tshioh
亞洲,A-tsiu
重點,tiōng-tiám
投入,tâu-ji̍p
投入,tâu-li̍p
從事,tsiông-sū
設定,siat-tīng
業績,gia̍p-tsik
不論,put-lūn
金額,kim-gia̍h
財務,tsâi-bū
等等,tíng-tíng
前往,tsiân-óng
題材,tuê-tsâi
題材,tê-tsâi
全部,tsuân-pōo
面臨,biān-lîm
參考,tsham-khó
期貨,kî-huè
期貨,kî-hè
之間,tsi-kan
營運,îng-ūn
比例,pí-lē
完整,uân-tsíng
男性,lâm-sìng
結構,kiat-kòo
硬碟,ngē-tia̍p
硬碟,ngī-tia̍p
網際網路,bāng-tsè-bāng-lōo
餐廳,tshan-thiann
擴大,khok-tāi
有效,ū-hāu
展現,tián-hiān
成員,sîng-uân
陸續,lio̍k-sio̍k
強烈,kiông-lia̍t
情感,tsîng-kám
藝術家,gē-su̍t-ka
變成,piàn-sîng
大眾,tāi-tsiòng
如今,jû-kim
如今,lû-kim
形象,hîng-siōng
差異,tsha-ī
溝通,koo-thong
才能,tsâi-lîng
全球,tsuân-kiû
看法,khuànn-huat
團體,thuân-thé
對方,tuì-hong
不如,put jû
不如,put-jû
不如,put-lû
個性,kò-sìng
董事長,táng-sū-tiúnn
大約,tāi-iok
小組,sió-tsoo
來自,lâi-tsū
想像,sióng-siōng
遊客,iû-kheh
首先,siú-sian
引進,ín-tsìn
以往,í-óng
時期,sî-kî
財富,tsâi-hù
國外,kok-guā
辦公室,pān-kong-sik
優勢,iu-sè
